Time	Target_Speed	Vehicle_COM_Speed	Long_Slip	Long_Tire_Force	Brake_Torque	Wheel_Omega	Spindle_Omega	Wheel_Torque	
+2.068000	+26.820000	+0.018805	+2.869028	+193.029426	+0.000000	+0.018473	-0.018473	+51.202184	
+2.070000	+26.820000	+0.018763	+1.002168	+187.662309	+0.000000	+0.001883	-0.001883	+52.494945	
+2.072000	+26.820000	+0.018717	-0.804623	+176.824653	+0.000000	-0.013929	+0.013929	+53.511291	
+2.074000	+26.820000	+0.018666	-2.379358	+161.349193	+0.000000	-0.027471	+0.027471	+54.310018	
+2.076000	+26.820000	+0.018609	-3.514368	+142.699185	+0.000000	-0.037346	+0.037346	+54.777814	
+2.078000	+26.820000	+0.018553	-4.392943	+123.484583	+0.000000	-0.042398	+0.042400	+54.924466	
+2.080000	+26.820000	+0.018497	-4.539281	+104.597657	+0.000000	-0.041990	+0.041990	+54.667725	
+2.082000	+26.820000	+0.018441	-4.294144	+88.550051	+0.000000	-0.035985	+0.035985	+54.360657	
+2.084000	+26.820000	+0.018389	-3.671040	+76.928365	+0.000000	-0.024833	+0.024833	+53.618008	
+2.086000	+26.820000	+0.018339	-2.739852	+70.886082	+0.000000	-0.009561	+0.009561	+52.668778	
+2.088000	+26.820000	+0.018296	-1.633047	+71.100654	+0.000000	+0.008325	-0.008325	+51.518105	
+2.090000	+26.820000	+0.018256	-0.465210	+77.894374	+0.000000	+0.026950	-0.026950	+50.142725	
+2.092000	+26.820000	+0.018218	+0.655403	+89.934200	+0.000000	+0.044202	-0.044205	+48.506343	
+2.094000	+26.820000	+0.018179	+1.633193	+105.991353	+0.000000	+0.057987	-0.057987	+46.749312	
+2.096000	+26.820000	+0.018138	+2.378906	+124.096148	+0.000000	+0.066377	-0.066377	+44.577696	
+2.098000	+26.820000	+0.018097	+2.798900	+141.769525	+0.000000	+0.068058	-0.068058	+42.290037	
+2.100000	+26.820000	+0.018053	+2.877676	+156.663587	+0.000000	+0.062342	-0.062342	+39.919893	
+2.102000	+26.820000	+0.018006	+2.538569	+166.310804	+0.000000	+0.049297	-0.049297	+37.472690	
+2.104000	+26.820000	+0.017953	+1.809028	+168.823045	+0.000000	+0.029807	-0.029807	+35.076236	
+2.106000	+26.820000	+0.017900	+0.695650	+162.663016	+0.000000	+0.005477	-0.005477	+32.692509	
+2.108000	+26.820000	+0.017846	-0.685259	+146.987050	+0.000000	-0.021458	+0.021458	+30.391107	
+2.110000	+26.820000	+0.017791	-2.241378	+121.862415	+0.000000	-0.048318	+0.048318	+28.148264	
+2.112000	+26.820000	+0.017734	-3.779270	+89.034035	+0.000000	-0.072166	+0.072166	+25.958315	
+2.114000	+26.820000	+0.017675	-5.156163	+51.190770	+0.000000	-0.090121	+0.090121	+23.780195	
+2.116000	+26.820000	+0.017618	-6.120226	+11.286176	+0.000000	-0.099779	+0.099779	+21.678067	
+2.118000	+26.820000	+0.017564	-6.597304	-26.983202	+0.000000	-0.099494	+0.099494	+19.727597	
+2.120000	+26.820000	+0.017515	-6.443255	-60.254068	+0.000000	-0.088568	+0.088568	+17.865167	
+2.122000	+26.820000	+0.017470	-5.729082	-85.198671	+0.000000	-0.067378	+0.067378	+16.152167	
+2.124000	+26.820000	+0.017429	-4.510149	-99.248690	+0.000000	-0.037365	+0.037365	+14.537000	
+2.126000	+26.820000	+0.017392	-2.900935	-100.668005	+0.000000	-0.000955	+0.000955	+13.052254	
+2.128000	+26.820000	+0.017355	-1.047541	-88.770218	+0.000000	+0.038652	-0.038652	+11.707169	
+2.130000	+26.820000	+0.017313	+0.899119	-63.690292	+0.000000	+0.077715	-0.077715	+10.485128	
+2.132000	+26.820000	+0.017261	+2.787140	-27.539982	+0.000000	+0.112299	-0.112299	+9.408424	
+2.134000	+26.820000	+0.017192	+4.471737	+15.967429	+0.000000	+0.138475	-0.138475	+8.423828	
+2.136000	+26.820000	+0.017109	+5.810041	+62.408291	+0.000000	+0.153131	-0.153131	+7.757353	
+2.138000	+26.820000	+0.017007	+6.682406	+107.078101	+0.000000	+0.154254	-0.154253	+7.373346	
+2.140000	+26.820000	+0.016895	+6.881158	+145.212747	+0.000000	+0.141172	-0.141172	+7.266385	
+2.142000	+26.820000	+0.016771	+6.547360	+173.144751	+0.000000	+0.114746	-0.114746	+7.562146	
+2.144000	+26.820000	+0.016644	+5.377473	+187.400590	+0.000000	+0.077186	-0.077186	+8.139340	
+2.146000	+26.820000	+0.016520	+3.456333	+186.059408	+0.000000	+0.031980	-0.031980	+9.199352	
+2.148000	+26.820000	+0.016401	+0.916493	+168.509356	+0.000000	-0.016433	+0.016433	+10.612956	
+2.150000	+26.820000	+0.016286	-2.013607	+134.573963	+0.000000	-0.062974	+0.062974	+12.446722	
+2.152000	+26.820000	+0.016175	-4.951251	+88.042672	+0.000000	-0.102326	+0.102326	+14.768081	
+2.154000	+26.820000	+0.016068	-7.404309	+34.228408	+0.000000	-0.129262	+0.129262	+17.394883	
+2.156000	+26.820000	+0.015970	-9.075833	-20.415069	+0.000000	-0.139818	+0.139818	+20.186510	
+2.158000	+26.820000	+0.015886	-9.430026	-69.831133	+0.000000	-0.131648	+0.131648	+23.141481	
+2.160000	+26.820000	+0.015820	-8.608695	-107.714153	+0.000000	-0.104361	+0.104361	+26.270448	
+2.162000	+26.820000	+0.015777	-6.753338	-128.846027	+0.000000	-0.059473	+0.059473	+29.487827	
+2.164000	+26.820000	+0.015758	-4.112034	-129.229116	+0.000000	-0.000391	+0.000391	+32.829338	
+2.166000	+26.820000	+0.015757	-1.019395	-106.348284	+0.000000	+0.067919	-0.067919	+36.328092	
+2.168000	+26.820000	+0.015765	+2.240674	-58.675261	+0.000000	+0.139290	-0.139290	+40.002796	
+2.170000	+26.820000	+0.015768	+5.378493	+10.277357	+0.000000	+0.206845	-0.206845	+43.924856	
+2.172000	+26.820000	+0.015748	+8.230226	+94.985772	+0.000000	+0.263371	-0.263371	+48.248072	
+2.174000	+26.820000	+0.015689	+10.570118	+188.212196	+0.000000	+0.302102	-0.302102	+52.203459	
+2.176000	+26.820000	+0.015588	+12.212887	+281.728902	+0.000000	+0.317976	-0.317976	+55.819041	
+2.178000	+26.820000	+0.015444	+12.965928	+367.336398	+0.000000	+0.308331	-0.308331	+59.349563	
+2.180000	+26.820000	+0.015258	+12.821694	+437.878958	+0.000000	+0.273084	-0.273084	+62.885080	
+2.182000	+26.820000	+0.015049	+11.484905	+487.184988	+0.000000	+0.214762	-0.214762	+66.580027	
+2.184000	+26.820000	+0.014830	+9.015576	+510.959329	+0.000000	+0.138210	-0.138210	+70.600232	
+2.186000	+26.820000	+0.014623	+5.654497	+506.942675	+0.000000	+0.050188	-0.050188	+75.004470	
+2.188000	+26.820000	+0.014440	+1.438956	+474.254520	+0.000000	-0.041098	+0.041098	+79.962396	
+2.190000	+26.820000	+0.014293	-3.011784	+408.396583	+0.000000	-0.126656	+0.126656	+85.599510	
+2.192000	+26.820000	+0.014192	-7.024429	+318.526868	+0.000000	-0.197271	+0.197268	+91.857718	
+2.194000	+26.820000	+0.014153	-9.999708	+217.148286	+0.000000	-0.243771	+0.243771	+96.969117	
+2.196000	+26.820000	+0.014200	-11.489884	+116.094022	+0.000000	-0.259677	+0.259677	+101.053788	
+2.198000	+26.820000	+0.014351	-11.436546	+26.881557	+0.000000	-0.241847	+0.241847	+104.688717	
+2.200000	+26.820000	+0.014620	-9.974167	-40.501991	+0.000000	-0.190595	+0.190595	+108.052996	
+2.202000	+26.820000	+0.015006	-7.515017	-77.735130	+0.000000	-0.109697	+0.109697	+111.194404	
+2.204000	+26.820000	+0.015490	-4.465215	-78.711211	+0.000000	-0.005916	+0.005916	+114.176241	
+2.206000	+26.820000	+0.016028	-1.174375	-39.625683	+0.000000	+0.111702	-0.111702	+117.309462	
+2.208000	+26.820000	+0.016561	+2.077859	+39.699547	+0.000000	+0.232502	-0.232502	+120.902952	
+2.210000	+26.820000	+0.017043	+5.101773	+152.144471	+0.000000	+0.344716	-0.344717	+125.012098	
+2.212000	+26.820000	+0.017427	+7.699302	+287.065439	+0.000000	+0.436397	-0.436397	+129.483487	
+2.214000	+26.820000	+0.017665	+9.718749	+432.075592	+0.000000	+0.494792	-0.494792	+130.605782	
+2.216000	+26.820000	+0.017732	+10.963153	+572.661537	+0.000000	+0.512316	-0.512316	+130.823208	
+2.218000	+26.820000	+0.017633	+11.310160	+696.328176	+0.000000	+0.485146	-0.485145	+130.787535	
+2.220000	+26.820000	+0.017393	+10.700089	+792.338643	+0.000000	+0.414243	-0.414243	+130.862445	
+2.222000	+26.820000	+0.017053	+9.100504	+852.307088	+0.000000	+0.305281	-0.305286	+130.851236	
+2.224000	+26.820000	+0.016681	+6.513021	+870.273712	+0.000000	+0.167890	-0.167891	+130.983519	
+2.226000	+26.820000	+0.016350	+3.196293	+843.306399	+0.000000	+0.013885	-0.013885	+131.685202	
+2.228000	+26.820000	+0.016123	-0.651484	+764.267523	+0.000000	-0.143410	+0.143410	+133.955985	
+2.230000	+26.820000	+0.016048	-4.556093	+618.807283	+0.000000	-0.289433	+0.289433	+137.800748	
+2.232000	+26.820000	+0.016164	-8.010167	+440.011736	+0.000000	-0.408050	+0.408050	+142.016260	
+2.234000	+26.820000	+0.016504	-10.504543	+246.874075	+0.000000	-0.482295	+0.482294	+142.188775	
+2.236000	+26.820000	+0.017082	-11.764206	+61.292864	+0.000000	-0.502535	+0.502535	+141.724297	
+2.238000	+26.820000	+0.017905	-11.572123	-99.414677	+0.000000	-0.463756	+0.463757	+141.689782	
+2.240000	+26.820000	+0.018926	-10.218808	-219.543197	+0.000000	-0.367759	+0.367759	+141.335533	
+2.242000	+26.820000	+0.020102	-7.872940	-287.800009	+0.000000	-0.223329	+0.223329	+140.189172	
+2.244000	+26.820000	+0.021335	-4.937145	-296.394788	+0.000000	-0.044513	+0.044511	+138.517290	
+2.246000	+26.820000	+0.022514	-1.745492	-241.163920	+0.000000	+0.152727	-0.152727	+136.739315	
+2.248000	+26.820000	+0.023587	+1.465075	-117.495661	+0.000000	+0.352207	-0.352207	+136.355984	
+2.250000	+26.820000	+0.024440	+4.457981	+61.626280	+0.000000	+0.536336	-0.536341	+138.150730	
+2.252000	+26.820000	+0.025046	+7.137726	+274.422895	+0.000000	+0.683382	-0.683382	+138.793932	
+2.254000	+26.820000	+0.025337	+9.280262	+497.613382	+0.000000	+0.773416	-0.773416	+135.665178	
+2.256000	+26.820000	+0.025309	+10.595109	+707.972211	+0.000000	+0.794014	-0.794014	+133.205017	
+2.258000	+26.820000	+0.024992	+10.963113	+886.822185	+0.000000	+0.738447	-0.738447	+131.416585	
+2.260000	+26.820000	+0.024447	+10.284743	+1018.378583	+0.000000	+0.611111	-0.611111	+128.761092	
+2.262000	+26.820000	+0.023767	+8.495086	+1091.863971	+0.000000	+0.425954	-0.425954	+126.162012	
+2.264000	+26.820000	+0.023072	+5.754484	+1101.368879	+0.000000	+0.202894	-0.202894	+124.296837	
+2.266000	+26.820000	+0.022488	+2.261621	+1044.141106	+0.000000	-0.036683	+0.036683	+122.509902	
+2.268000	+26.820000	+0.022117	-1.590466	+894.988576	+0.000000	-0.274206	+0.274206	+122.082129	
+2.270000	+26.820000	+0.022014	-5.458974	+657.586981	+0.000000	-0.490621	+0.490621	+126.116949	
+2.272000	+26.820000	+0.022234	-8.772171	+378.756403	+0.000000	-0.658754	+0.658754	+129.770037	
+2.274000	+26.820000	+0.022806	-11.212192	+92.603018	+0.000000	-0.754573	+0.754572	+129.898166	
+2.276000	+26.820000	+0.023725	-12.241640	-171.289108	+0.000000	-0.761754	+0.761756	+132.753923	
+2.278000	+26.820000	+0.024948	-11.901320	-387.072112	+0.000000	-0.674387	+0.674387	+133.778290	
+2.280000	+26.820000	+0.026408	-10.225650	-535.576933	+0.000000	-0.502195	+0.502195	+132.156706	
+2.282000	+26.820000	+0.027995	-7.570366	-605.128924	+0.000000	-0.264647	+0.264647	+131.213272	
+2.284000	+26.820000	+0.029567	-4.298945	-589.041079	+0.000000	+0.013101	-0.013102	+131.765608	
+2.286000	+26.820000	+0.030984	-0.841810	-482.536729	+0.000000	+0.304061	-0.304061	+130.930953	
+2.288000	+26.820000	+0.032188	+2.555841	-269.641460	+0.000000	+0.586536	-0.586536	+128.695323	
+2.290000	+26.820000	+0.033102	+5.725158	+10.756789	+0.000000	+0.839897	-0.839897	+132.782003	
+2.292000	+26.820000	+0.033658	+8.532506	+324.642208	+0.000000	+1.030791	-1.030791	+135.631476	
+2.294000	+26.820000	+0.033802	+10.681535	+636.635987	+0.000000	+1.132574	-1.132574	+136.673244	
+2.296000	+26.820000	+0.033546	+11.868878	+916.699212	+0.000000	+1.126449	-1.126449	+139.763051	
+2.298000	+26.820000	+0.032956	+11.937850	+1140.985654	+0.000000	+1.013032	-1.013032	+135.949058	
+2.300000	+26.820000	+0.032121	+10.838495	+1295.467589	+0.000000	+0.808661	-0.808659	+131.363499	
+2.302000	+26.820000	+0.031168	+8.638908	+1373.096359	+0.000000	+0.535813	-0.535813	+130.962684	
+2.304000	+26.820000	+0.030282	+5.507175	+1369.009539	+0.000000	+0.222191	-0.222190	+135.484224	
+2.306000	+26.820000	+0.029601	+1.732566	+1280.476378	+0.000000	-0.101166	+0.101166	+139.399202	
+2.308000	+26.820000	+0.029232	-2.250231	+1054.312825	+0.000000	-0.408736	+0.408735	+139.073646	
+2.310000	+26.820000	+0.029246	-6.013253	+727.143279	+0.000000	-0.679496	+0.679496	+147.964326	
+2.312000	+26.820000	+0.029705	-9.164352	+362.536511	+0.000000	-0.874302	+0.874303	+156.912692	
+2.314000	+26.820000	+0.030611	-11.245467	+6.802839	+0.000000	-0.962208	+0.962208	+165.746614	
+2.316000	+26.820000	+0.031932	-11.849330	-302.573131	+0.000000	-0.926826	+0.926826	+169.853000	
+2.318000	+26.820000	+0.033604	-11.066039	-537.348736	+0.000000	-0.775755	+0.775755	+163.845704	
+2.320000	+26.820000	+0.035512	-9.072797	-683.635368	+0.000000	-0.528559	+0.528558	+160.564316	
+2.322000	+26.820000	+0.037536	-6.273776	-732.148803	+0.000000	-0.210403	+0.210403	+162.117156	
+2.324000	+26.820000	+0.039467	-3.013609	-674.792747	+0.000000	+0.149057	-0.149057	+169.557736	
+2.326000	+26.820000	+0.041199	+0.381281	-498.592798	+0.000000	+0.516206	-0.516207	+176.833048	
+2.328000	+26.820000	+0.042641	+3.645696	-189.800074	+0.000000	+0.861915	-0.861915	+175.003219	
+2.330000	+26.820000	+0.043753	+6.642503	+177.266570	+0.000000	+1.161814	-1.161814	+184.714844	
+2.332000	+26.820000	+0.044437	+9.199756	+566.390445	+0.000000	+1.371143	-1.371143	+191.628155	
+2.334000	+26.820000	+0.044620	+10.952801	+933.957410	+0.000000	+1.456720	-1.456720	+199.939913	
+2.336000	+26.820000	+0.044355	+11.714960	+1247.550151	+0.000000	+1.408654	-1.408654	+193.763395	
+2.338000	+26.820000	+0.043706	+11.396164	+1488.609358	+0.000000	+1.239492	-1.239491	+182.443799	
+2.340000	+26.820000	+0.042806	+10.003685	+1649.123042	+0.000000	+0.970982	-0.970982	+177.491751	
+2.342000	+26.820000	+0.041799	+7.769934	+1724.933108	+0.000000	+0.629354	-0.629354	+177.750043	
+2.344000	+26.820000	+0.040920	+4.755576	+1711.068561	+0.000000	+0.245414	-0.245414	+185.892679	
+2.346000	+26.820000	+0.040317	+1.259810	+1603.372912	+0.000000	-0.146476	+0.146477	+198.757297	
+2.348000	+26.820000	+0.040106	-2.343115	+1305.402452	+0.000000	-0.513050	+0.513050	+200.069827	
+2.350000	+26.820000	+0.040377	-5.659310	+895.292028	+0.000000	-0.828266	+0.828266	+214.986458	
+2.352000	+26.820000	+0.041168	-8.358282	+453.029060	+0.000000	-1.042842	+1.042841	+227.493795	
+2.354000	+26.820000	+0.042472	-9.966364	+35.750459	+0.000000	-1.121651	+1.121651	+238.643046	
+2.356000	+26.820000	+0.044223	-10.345107	-313.212294	+0.000000	-1.057441	+1.057441	+228.304687	
+2.358000	+26.820000	+0.046370	-9.490589	-571.173924	+0.000000	-0.864109	+0.864109	+217.981993	
+2.360000	+26.820000	+0.048710	-7.670470	-726.454629	+0.000000	-0.566384	+0.566384	+213.766060	
+2.362000	+26.820000	+0.051197	-5.215354	-770.772051	+0.000000	-0.191733	+0.191733	+213.346104	
+2.364000	+26.820000	+0.053517	-2.366268	-694.901482	+0.000000	+0.227203	-0.227194	+220.396961	
+2.366000	+26.820000	+0.055597	+0.573501	-476.370753	+0.000000	+0.653956	-0.653956	+234.840675	
+2.368000	+26.820000	+0.057337	+3.428642	-112.140691	+0.000000	+1.054409	-1.054409	+235.598455	
+2.370000	+26.820000	+0.058755	+6.028613	+310.172095	+0.000000	+1.397945	-1.397946	+247.517992	
+2.372000	+26.820000	+0.059623	+8.134492	+746.851225	+0.000000	+1.630139	-1.630139	+256.756877	
+2.374000	+26.820000	+0.059940	+9.629470	+1150.610884	+0.000000	+1.716178	-1.716177	+261.661180	
+2.376000	+26.820000	+0.059730	+10.179613	+1488.095996	+0.000000	+1.652380	-1.652380	+242.800182	
+2.378000	+26.820000	+0.059090	+9.802753	+1745.363708	+0.000000	+1.454707	-1.454707	+228.959469	
+2.380000	+26.820000	+0.058155	+8.573261	+1917.038083	+0.000000	+1.148671	-1.148671	+221.818049	
+2.382000	+26.820000	+0.057105	+6.622587	+2000.238427	+0.000000	+0.761994	-0.761994	+218.832443	
+2.384000	+26.820000	+0.056189	+4.124695	+1990.792420	+0.000000	+0.327162	-0.327162	+223.915301	
+2.386000	+26.820000	+0.055585	+1.203226	+1882.089441	+0.000000	-0.118722	+0.118722	+241.312094	
+2.388000	+26.820000	+0.055420	-1.797796	+1551.743616	+0.000000	-0.540096	+0.540095	+247.574677	
+2.390000	+26.820000	+0.055800	-4.584650	+1076.565160	+0.000000	-0.903039	+0.903039	+261.106787	
+2.392000	+26.820000	+0.056748	-6.897392	+569.050194	+0.000000	-1.152034	+1.152034	+277.926968	
+2.394000	+26.820000	+0.058267	-8.320224	+93.796079	+0.000000	-1.247917	+1.247917	+285.005172	
+2.396000	+26.820000	+0.060277	-8.703497	-302.207119	+0.000000	-1.183879	+1.183879	+266.405028	
+2.398000	+26.820000	+0.062674	-8.088300	-596.269924	+0.000000	-0.977460	+0.977460	+253.820439	
+2.400000	+26.820000	+0.065330	-6.658312	-779.254962	+0.000000	-0.655568	+0.655568	+247.180165	
+2.402000	+26.820000	+0.068098	-4.675646	-843.750689	+0.000000	-0.247038	+0.247036	+243.791252	
+2.404000	+26.820000	+0.070735	-2.335363	-779.786886	+0.000000	+0.215139	-0.215139	+246.784812	
+2.406000	+26.820000	+0.073099	+0.137029	-567.254648	+0.000000	+0.690914	-0.690915	+262.872795	
+2.408000	+26.820000	+0.075103	+2.565942	-176.086642	+0.000000	+1.146421	-1.146420	+271.883323	
+2.410000	+26.820000	+0.076719	+4.816355	+285.475352	+0.000000	+1.542434	-1.542437	+278.300650	
+2.412000	+26.820000	+0.077789	+6.759849	+764.805176	+0.000000	+1.821713	-1.821714	+293.674519	
+2.414000	+26.820000	+0.078240	+8.096188	+1208.456682	+0.000000	+1.941999	-1.941999	+296.725859	
+2.416000	+26.820000	+0.078100	+8.675808	+1581.339534	+0.000000	+1.896997	-1.896997	+272.813506	
+2.418000	+26.820000	+0.077469	+8.468501	+1869.159542	+0.000000	+1.703863	-1.703863	+256.328558	
+2.420000	+26.820000	+0.076492	+7.556540	+2068.305628	+0.000000	+1.389684	-1.389684	+246.804122	
+2.422000	+26.820000	+0.075357	+6.025093	+2177.216151	+0.000000	+0.983607	-0.983607	+241.375217	
+2.424000	+26.820000	+0.074318	+4.021694	+2192.761241	+0.000000	+0.517685	-0.517685	+242.298661	
+2.426000	+26.820000	+0.073592	+1.651536	+2108.177228	+0.000000	+0.031451	-0.031448	+258.330382	
+2.428000	+26.820000	+0.073332	-0.839453	+1829.232991	+0.000000	-0.441531	+0.441531	+275.461803	
+2.430000	+26.820000	+0.073622	-3.250162	+1321.798710	+0.000000	-0.858295	+0.858294	+282.400201	
+2.432000	+26.820000	+0.074585	-5.295545	+766.828077	+0.000000	-1.166661	+1.166658	+309.059129	
+2.434000	+26.820000	+0.076148	-6.723636	+235.222437	+0.000000	-1.312752	+1.312752	+318.105480	
+2.436000	+26.820000	+0.078255	-7.277941	-215.608728	+0.000000	-1.286014	+1.286014	+298.108535	
+2.438000	+26.820000	+0.080796	-7.000769	-559.888111	+0.000000	-1.099919	+1.099919	+281.929601	
+2.440000	+26.820000	+0.083634	-5.988232	-787.442282	+0.000000	-0.783464	+0.783464	+273.165923	
+2.442000	+26.820000	+0.086621	-4.453349	-892.656392	+0.000000	-0.366512	+0.366512	+267.843326	
+2.444000	+26.820000	+0.089540	-2.571618	-865.680459	+0.000000	+0.118369	-0.118370	+267.395233	
+2.446000	+26.820000	+0.092175	-0.504826	-690.603790	+0.000000	+0.630911	-0.630914	+280.131601	
+2.448000	+26.820000	+0.094468	+1.596347	-314.125103	+0.000000	+1.135131	-1.135131	+299.712748	
+2.450000	+26.820000	+0.096330	+3.577662	+166.430002	+0.000000	+1.590197	-1.590197	+304.919173	
+2.452000	+26.820000	+0.097703	+5.358625	+679.254354	+0.000000	+1.943825	-1.943826	+329.645715	
+2.454000	+26.820000	+0.098402	+6.716786	+1168.667417	+0.000000	+2.132593	-2.132593	+336.533125	
+2.456000	+26.820000	+0.098455	+7.444631	+1587.794495	+0.000000	+2.147526	-2.147526	+314.834788	
+2.458000	+26.820000	+0.097954	+7.503992	+1921.610190	+0.000000	+1.995176	-1.995178	+291.838932	
+2.460000	+26.820000	+0.097037	+6.931441	+2163.959793	+0.000000	+1.705320	-1.705325	+279.343075	
+2.462000	+26.820000	+0.095895	+5.809332	+2315.864737	+0.000000	+1.307358	-1.307359	+271.160681	
+2.464000	+26.820000	+0.094753	+4.258790	+2376.090674	+0.000000	+0.833560	-0.833560	+268.538058	
+2.466000	+26.820000	+0.093897	+2.374449	+2340.072493	+0.000000	+0.321368	-0.321368	+278.325210	
+2.468000	+26.820000	+0.093489	+0.300048	+2195.900383	+0.000000	-0.190269	+0.190265	+301.935668	
+2.470000	+26.820000	+0.093656	-1.766321	+1723.325890	+0.000000	-0.667044	+0.667041	+316.484830	
+2.472000	+26.820000	+0.094552	-3.655256	+1141.279352	+0.000000	-1.057649	+1.057637	+345.562836	
+2.474000	+26.820000	+0.096123	-5.139728	+552.126487	+0.000000	-1.289198	+1.289198	+364.636947	
+2.476000	+26.820000	+0.098288	-5.943403	+33.752507	+0.000000	-1.345383	+1.345383	+351.678169	
+2.478000	+26.820000	+0.100940	-6.040804	-383.148711	+0.000000	-1.221028	+1.221028	+327.220883	
+2.480000	+26.820000	+0.103954	-5.467650	-678.034380	+0.000000	-0.947337	+0.947337	+314.419395	
+2.482000	+26.820000	+0.107149	-4.379679	-848.346838	+0.000000	-0.553784	+0.553784	+305.661057	
+2.484000	+26.820000	+0.110392	-2.928932	-885.812405	+0.000000	-0.073659	+0.073657	+301.714713	
+2.486000	+26.820000	+0.113381	-1.250383	-777.495970	+0.000000	+0.456631	-0.456631	+306.908121	
+2.488000	+26.820000	+0.116020	+0.526898	-482.367889	+0.000000	+0.993518	-0.993518	+328.446727	
+2.490000	+26.820000	+0.118223	+2.259707	-18.900485	+0.000000	+1.508305	-1.508307	+346.179100	
+2.492000	+26.820000	+0.119976	+3.904592	+508.584279	+0.000000	+1.945336	-1.945335	+362.299255	
+2.494000	+26.820000	+0.121070	+5.274806	+1034.945297	+0.000000	+2.234278	-2.234278	+386.567624	
+2.496000	+26.820000	+0.121472	+6.181647	+1504.721429	+0.000000	+2.349888	-2.349888	+375.336238	
+2.498000	+26.820000	+0.121237	+6.531881	+1894.149409	+0.000000	+2.280941	-2.280941	+344.835189	
